Integrin_Ma Integrin_MbTot LipidKTot MAPKA MAPKB NCmTot NCnTot PKDTot PKDx P_lipid Vesicle_FN
652.1067026  400.3150595 5.7129414 10.7209187 32.9457682 0.1759435 0.8240565 4.9928402 0.6116271 0.6367548 170.9000000
