Pi4kbxTot Prkd1xTot MapkAacH3K14 Fn1  VesicleFnC Itga5Itgb1Fn1nMa Itga5Itgb1Fn1nMb P_lipid  Prkd1X MapkB Sacm1lTot
5.4257208  4.0577627  10.73   489.08  170.89 649.5446487 399.7546026  0.626425325406166 0.44 32.95 46.54
