distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 optim_v-5 
154897 776 246.8517 0.02856986 0.0001001011 230.3857 3.448928 
2775.395 777 246.8517 0.02856986 9.810109e-05 230.3857 3.448928 
3133.849 778 246.8517 0.02856986 9.910109e-05 230.3857 3.448928 
3133.853 779 246.8517 0.02856986 9.910109e-05 230.3857 3.448928 
3134.297 780 246.8517 0.02856986 9.910109e-05 230.3857 3.448929 
3133.405 781 246.8517 0.02856986 9.910109e-05 230.3857 3.448927 
2706.67 782 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 783 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 784 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2707.359 785 246.8519 0.02860453 9.934708e-05 230.3863 3.446767 
2706.737 786 246.8519 0.02860253 9.934708e-05 230.3863 3.446767 
150385.2 787 246.8519 0.02860353 0.0001003471 230.3863 3.446767 
3363.781 788 246.8519 0.02860353 9.834708e-05 230.3863 3.446767 
2706.67 789 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 790 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.642 791 246.8519 0.02860353 9.934708e-05 230.3863 3.446768 
2706.698 792 246.8519 0.02860353 9.934708e-05 230.3863 3.446766 
2706.67 793 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 794 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 795 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2707.359 796 246.8519 0.02860453 9.934708e-05 230.3863 3.446767 
2706.737 797 246.8519 0.02860253 9.934708e-05 230.3863 3.446767 
150385.2 798 246.8519 0.02860353 0.0001003471 230.3863 3.446767 
3363.781 799 246.8519 0.02860353 9.834708e-05 230.3863 3.446767 
2706.67 800 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.67 801 246.8519 0.02860353 9.934708e-05 230.3863 3.446767 
2706.642 802 246.8519 0.02860353 9.934708e-05 230.3863 3.446768 
2706.698 803 246.8519 0.02860353 9.934708e-05 230.3863 3.446766 
170229.3 804 246.845 0.02730304 9e-05 230.3613 3.530224 
170229.3 805 246.845 0.02730304 9e-05 230.3613 3.530224 
170229.3 806 246.845 0.02730304 9e-05 230.3613 3.530224 
170225.6 807 246.845 0.02730404 9e-05 230.3613 3.530224 
170232.9 808 246.845 0.02730204 9e-05 230.3613 3.530224 
170374.9 809 246.845 0.02730304 9.1e-05 230.3613 3.530224 
170229.3 810 246.845 0.02730304 9e-05 230.3613 3.530224 
170229.3 811 246.845 0.02730304 9e-05 230.3613 3.530224 
170229.3 812 246.845 0.02730304 9e-05 230.3613 3.530224 
170229.3 813 246.845 0.02730304 9e-05 230.3613 3.530225 
170229.2 814 246.845 0.02730304 9e-05 230.3613 3.530223 
160844.8 815 246.8504 0.02831028 9.72394e-05 230.3807 3.465586 
160844.8 816 246.8504 0.02831028 9.72394e-05 230.3807 3.465586 
160844.8 817 246.8504 0.02831028 9.72394e-05 230.3807 3.465586 
160833 818 246.8504 0.02831128 9.72394e-05 230.3807 3.465586 
160856.6 819 246.8504 0.02830928 9.72394e-05 230.3807 3.465586 
161450.7 820 246.8504 0.02831028 9.82394e-05 230.3807 3.465586 
159885.9 821 246.8504 0.02831028 9.62394e-05 230.3807 3.465586 
160844.8 822 246.8504 0.02831028 9.72394e-05 230.3807 3.465586 
160844.8 823 246.8504 0.02831028 9.72394e-05 230.3807 3.465586 
160845 824 246.8504 0.02831028 9.72394e-05 230.3807 3.465587 
160844.7 825 246.8504 0.02831028 9.72394e-05 230.3807 3.465585 
3097.165 826 246.8517 0.02857111 9.911404e-05 230.3857 3.448848 
3097.164 827 246.8517 0.02857111 9.911404e-05 230.3857 3.448848 
3097.166 828 246.8517 0.02857111 9.911404e-05 230.3857 3.448848 
3043.028 829 246.8517 0.02857211 9.911404e-05 230.3857 3.448848 
3155.614 830 246.8517 0.02857011 9.911404e-05 230.3857 3.448848 
154823.8 831 246.8517 0.02857111 0.000100114 230.3857 3.448848 
2794.012 832 246.8517 0.02857111 9.811404e-05 230.3857 3.448848 
3097.163 833 246.8517 0.02857111 9.911404e-05 230.3857 3.448848 
3097.166 834 246.8517 0.02857111 9.911404e-05 230.3857 3.448848 
3097.583 835 246.8517 0.02857111 9.911404e-05 230.3857 3.448849 
3096.747 836 246.8517 0.02857111 9.911404e-05 230.3857 3.448847 
2681.122 837 246.8519 0.02859655 9.929688e-05 230.3862 3.447215 
2681.122 838 246.8519 0.02859655 9.929688e-05 230.3862 3.447215 
2681.122 839 246.8519 0.02859655 9.929688e-05 230.3862 3.447215 
2676.536 840 246.8519 0.02859755 9.929688e-05 230.3862 3.447215 
2686.768 841 246.8519 0.02859555 9.929688e-05 230.3862 3.447215 
151882.8 842 246.8519 0.02859655 0.0001002969 230.3862 3.447215 
3245.73 843 246.8519 0.02859655 9.829688e-05 230.3862 3.447215 
2681.122 844 246.8519 0.02859655 9.929688e-05 230.3862 3.447215 
2681.122 845 246.8519 0.02859655 9.929688e-05 230.3862 3.447215 
2681.136 846 246.8519 0.02859655 9.929688e-05 230.3862 3.447216 
2681.108 847 246.8519 0.02859655 9.929688e-05 230.3862 3.447214 
2820.753 848 246.8518 0.02857976 9.917621e-05 230.3859 3.448293 
2820.753 849 246.8518 0.02857976 9.917621e-05 230.3859 3.448293 
2820.754 850 246.8518 0.02857976 9.917621e-05 230.3859 3.448293 
2791.822 851 246.8518 0.02858076 9.917621e-05 230.3859 3.448293 
2852.248 852 246.8518 0.02857876 9.917621e-05 230.3859 3.448293 
154075.3 853 246.8518 0.02857976 0.0001001762 230.3859 3.448293 
2951.16 854 246.8518 0.02857976 9.817621e-05 230.3859 3.448293 
2820.752 855 246.8518 0.02857976 9.917621e-05 230.3859 3.448293 
2820.754 856 246.8518 0.02857976 9.917621e-05 230.3859 3.448293 
2820.964 857 246.8518 0.02857976 9.917621e-05 230.3859 3.448294 
2820.542 858 246.8518 0.02857976 9.917621e-05 230.3859 3.448292 
2682.491 859 246.8519 0.028593 9.927138e-05 230.3861 3.447443 
2682.491 860 246.8519 0.028593 9.927138e-05 230.3861 3.447443 
2682.491 861 246.8519 0.028593 9.927138e-05 230.3861 3.447443 
2674.406 862 246.8519 0.028594 9.927138e-05 230.3861 3.447443 
2691.841 863 246.8519 0.028592 9.927138e-05 230.3861 3.447443 
152469.2 864 246.8519 0.028593 0.0001002714 230.3861 3.447443 
3184.726 865 246.8519 0.028593 9.827138e-05 230.3861 3.447443 
2682.491 866 246.8519 0.028593 9.927138e-05 230.3861 3.447443 
2682.491 867 246.8519 0.028593 9.927138e-05 230.3861 3.447443 
2682.533 868 246.8519 0.028593 9.927138e-05 230.3861 3.447444 
2682.449 869 246.8519 0.028593 9.927138e-05 230.3861 3.447442 
2680.491 870 246.8519 0.0285958 9.929149e-05 230.3862 3.447264 
2680.491 871 246.8519 0.0285958 9.929149e-05 230.3862 3.447264 
2680.491 872 246.8519 0.0285958 9.929149e-05 230.3862 3.447264 
2675.217 873 246.8519 0.0285968 9.929149e-05 230.3862 3.447264 
2686.865 874 246.8519 0.0285948 9.929149e-05 230.3862 3.447264 
152014.7 875 246.8519 0.0285958 0.0001002915 230.3862 3.447264 
3232.879 876 246.8519 0.0285958 9.829149e-05 230.3862 3.447264 
2680.491 877 246.8519 0.0285958 9.929149e-05 230.3862 3.447264 
2680.491 878 246.8519 0.0285958 9.929149e-05 230.3862 3.447264 
2680.51 879 246.8519 0.0285958 9.929149e-05 230.3862 3.447265 
2680.472 880 246.8519 0.0285958 9.929149e-05 230.3862 3.447263 
2681.005 881 246.8519 0.02859395 9.927822e-05 230.3862 3.447382 
2681.005 882 246.8519 0.02859395 9.927822e-05 230.3862 3.447382 
2681.005 883 246.8519 0.02859395 9.927822e-05 230.3862 3.447382 
2673.922 884 246.8519 0.02859495 9.927822e-05 230.3862 3.447382 
2689.293 885 246.8519 0.02859295 9.927822e-05 230.3862 3.447382 
152320.7 886 246.8519 0.02859395 0.0001002782 230.3862 3.447382 
3201.145 887 246.8519 0.02859395 9.827822e-05 230.3862 3.447382 
2681.005 888 246.8519 0.02859395 9.927822e-05 230.3862 3.447382 
2681.005 889 246.8519 0.02859395 9.927822e-05 230.3862 3.447382 
2681.039 890 246.8519 0.02859395 9.927822e-05 230.3862 3.447383 
2680.971 891 246.8519 0.02859395 9.927822e-05 230.3862 3.447381 
204793.8 892 243.9913 0.02197844 0.0009527428 195.4073 3.42792 
