distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 optim_v-5 
13315.18 384 246.8591 0.0299521 0.0001153997 230.4123 3.360224 
13315.14 385 246.8591 0.0299521 0.0001153997 230.4123 3.360222 
13314.77 386 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 387 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 388 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13308.48 389 246.8591 0.0299519 0.0001153911 230.4123 3.3603 
13321.08 390 246.8591 0.0299499 0.0001153911 230.4123 3.3603 
14526.58 391 246.8591 0.0299509 0.0001163911 230.4123 3.3603 
12298.79 392 246.8591 0.0299509 0.0001143911 230.4123 3.3603 
13314.77 393 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 394 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.8 395 246.8591 0.0299509 0.0001153911 230.4123 3.360301 
13314.75 396 246.8591 0.0299509 0.0001153911 230.4123 3.360299 
147470.9 397 246.8543 0.02906034 0.0001090476 230.3951 3.41745 
147470.9 398 246.8543 0.02906034 0.0001090476 230.3951 3.41745 
147470.9 399 246.8543 0.02906034 0.0001090476 230.3951 3.41745 
147330.1 400 246.8543 0.02906134 0.0001090476 230.3951 3.41745 
147607.4 401 246.8543 0.02905934 0.0001090476 230.3951 3.41745 
152346.2 402 246.8543 0.02906034 0.0001100476 230.3951 3.41745 
12845.35 403 246.8543 0.02906034 0.0001080476 230.3951 3.41745 
147470.9 404 246.8543 0.02906034 0.0001090476 230.3951 3.41745 
147470.9 405 246.8543 0.02906034 0.0001090476 230.3951 3.41745 
147472.1 406 246.8543 0.02906034 0.0001090476 230.3951 3.417451 
147469.7 407 246.8543 0.02906034 0.0001090476 230.3951 3.417449 
13314.77 408 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 409 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 410 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13308.48 411 246.8591 0.0299519 0.0001153911 230.4123 3.3603 
13321.08 412 246.8591 0.0299499 0.0001153911 230.4123 3.3603 
14526.58 413 246.8591 0.0299509 0.0001163911 230.4123 3.3603 
12298.79 414 246.8591 0.0299509 0.0001143911 230.4123 3.3603 
13314.77 415 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.77 416 246.8591 0.0299509 0.0001153911 230.4123 3.3603 
13314.8 417 246.8591 0.0299509 0.0001153911 230.4123 3.360301 
13314.75 418 246.8591 0.0299509 0.0001153911 230.4123 3.360299 
172242.6 419 246.8436 0.02703257 9e-05 230.3561 3.547581 
172242.6 420 246.8436 0.02703257 9e-05 230.3561 3.547581 
172242.6 421 246.8436 0.02703257 9e-05 230.3561 3.547581 
172239.5 422 246.8436 0.02703357 9e-05 230.3561 3.547581 
172245.8 423 246.8436 0.02703157 9e-05 230.3561 3.547581 
172361.3 424 246.8436 0.02703257 9.1e-05 230.3561 3.547581 
172242.6 425 246.8436 0.02703257 9e-05 230.3561 3.547581 
172242.6 426 246.8436 0.02703257 9e-05 230.3561 3.547581 
172242.6 427 246.8436 0.02703257 9e-05 230.3561 3.547581 
172242.7 428 246.8436 0.02703257 9e-05 230.3561 3.547582 
172242.6 429 246.8436 0.02703257 9e-05 230.3561 3.54758 
13274.95 430 246.859 0.02993191 0.0001152259 230.4119 3.361519 
13274.95 431 246.859 0.02993191 0.0001152259 230.4119 3.361519 
13274.95 432 246.859 0.02993191 0.0001152259 230.4119 3.361519 
13268.65 433 246.859 0.02993291 0.0001152259 230.4119 3.361519 
13281.26 434 246.859 0.02993091 0.0001152259 230.4119 3.361519 
14491.69 435 246.859 0.02993191 0.0001162259 230.4119 3.361519 
12256.11 436 246.859 0.02993191 0.0001142259 230.4119 3.361519 
13274.95 437 246.859 0.02993191 0.0001152259 230.4119 3.361519 
13274.95 438 246.859 0.02993191 0.0001152259 230.4119 3.361519 
13274.97 439 246.859 0.02993191 0.0001152259 230.4119 3.36152 
13274.93 440 246.859 0.02993191 0.0001152259 230.4119 3.361518 
160696.1 441 246.8513 0.02848224 0.000102613 230.384 3.45455 
160696.1 442 246.8513 0.02848224 0.000102613 230.384 3.45455 
160696.1 443 246.8513 0.02848224 0.000102613 230.384 3.45455 
160688 444 246.8513 0.02848324 0.000102613 230.384 3.45455 
160704.3 445 246.8513 0.02848124 0.000102613 230.384 3.45455 
161092.4 446 246.8513 0.02848224 0.000103613 230.384 3.45455 
160220.6 447 246.8513 0.02848224 0.000101613 230.384 3.45455 
160696.1 448 246.8513 0.02848224 0.000102613 230.384 3.45455 
160696.1 449 246.8513 0.02848224 0.000102613 230.384 3.45455 
160696.3 450 246.8513 0.02848224 0.000102613 230.384 3.454551 
160696 451 246.8513 0.02848224 0.000102613 230.384 3.454549 
13263.86 452 246.8589 0.0299267 0.0001151805 230.4118 3.361853 
13263.86 453 246.8589 0.0299267 0.0001151805 230.4118 3.361853 
13263.86 454 246.8589 0.0299267 0.0001151805 230.4118 3.361853 
13257.56 455 246.8589 0.0299277 0.0001151805 230.4118 3.361853 
13270.17 456 246.8589 0.0299257 0.0001151805 230.4118 3.361853 
14481.95 457 246.8589 0.0299267 0.0001161805 230.4118 3.361853 
12244.24 458 246.8589 0.0299267 0.0001141805 230.4118 3.361853 
13263.86 459 246.8589 0.0299267 0.0001151805 230.4118 3.361853 
13263.86 460 246.8589 0.0299267 0.0001151805 230.4118 3.361853 
13263.88 461 246.8589 0.0299267 0.0001151805 230.4118 3.361854 
13263.84 462 246.8589 0.0299267 0.0001151805 230.4118 3.361852 
13252.73 463 246.8589 0.02992149 0.0001151352 230.4117 3.362188 
13252.73 464 246.8589 0.02992149 0.0001151352 230.4117 3.362188 
13252.73 465 246.8589 0.02992149 0.0001151352 230.4117 3.362188 
13246.43 466 246.8589 0.02992249 0.0001151352 230.4117 3.362188 
13259.03 467 246.8589 0.02992049 0.0001151352 230.4117 3.362188 
14472.17 468 246.8589 0.02992149 0.0001161352 230.4117 3.362188 
12232.32 469 246.8589 0.02992149 0.0001141352 230.4117 3.362188 
13252.73 470 246.8589 0.02992149 0.0001151352 230.4117 3.362188 
13252.73 471 246.8589 0.02992149 0.0001151352 230.4117 3.362188 
13252.75 472 246.8589 0.02992149 0.0001151352 230.4117 3.362189 
13252.71 473 246.8589 0.02992149 0.0001151352 230.4117 3.362187 
10678.07 474 246.8551 0.02920187 0.0001088741 230.3979 3.408369 
10678.07 475 246.8551 0.02920187 0.0001088741 230.3979 3.408369 
10678.07 476 246.8551 0.02920187 0.0001088741 230.3979 3.408369 
10671.5 477 246.8551 0.02920287 0.0001088741 230.3979 3.408369 
10684.69 478 246.8551 0.02920087 0.0001088741 230.3979 3.408369 
12647.61 479 246.8551 0.02920187 0.0001098741 230.3979 3.408369 
9544.249 480 246.8551 0.02920187 0.0001078741 230.3979 3.408369 
10678.07 481 246.8551 0.02920187 0.0001088741 230.3979 3.408369 
10678.07 482 246.8551 0.02920187 0.0001088741 230.3979 3.408369 
10678.08 483 246.8551 0.02920187 0.0001088741 230.3979 3.40837 
10678.06 484 246.8551 0.02920187 0.0001088741 230.3979 3.408368 
10659.61 485 246.8551 0.02919819 0.0001088421 230.3978 3.408605 
10659.61 486 246.8551 0.02919819 0.0001088421 230.3978 3.408605 
10659.61 487 246.8551 0.02919819 0.0001088421 230.3978 3.408605 
10652.95 488 246.8551 0.02919919 0.0001088421 230.3978 3.408605 
10666.33 489 246.8551 0.02919719 0.0001088421 230.3978 3.408605 
12666.88 490 246.8551 0.02919819 0.0001098421 230.3978 3.408605 
9521.596 491 246.8551 0.02919819 0.0001078421 230.3978 3.408605 
10659.61 492 246.8551 0.02919819 0.0001088421 230.3978 3.408605 
10659.61 493 246.8551 0.02919819 0.0001088421 230.3978 3.408605 
10659.62 494 246.8551 0.02919819 0.0001088421 230.3978 3.408606 
10659.6 495 246.8551 0.02919819 0.0001088421 230.3978 3.408604 
10641.37 496 246.8551 0.02919453 0.0001088103 230.3977 3.408839 
10641.37 497 246.8551 0.02919453 0.0001088103 230.3977 3.408839 
10641.37 498 246.8551 0.02919453 0.0001088103 230.3977 3.408839 
10634.61 499 246.8551 0.02919553 0.0001088103 230.3977 3.408839 
10648.2 500 246.8551 0.02919353 0.0001088103 230.3977 3.408839 
12688.92 501 246.8551 0.02919453 0.0001098103 230.3977 3.408839 
9498.899 502 246.8551 0.02919453 0.0001078103 230.3977 3.408839 
10641.37 503 246.8551 0.02919453 0.0001088103 230.3977 3.408839 
10641.37 504 246.8551 0.02919453 0.0001088103 230.3977 3.408839 
10641.38 505 246.8551 0.02919453 0.0001088103 230.3977 3.40884 
10641.36 506 246.8551 0.02919453 0.0001088103 230.3977 3.408838 
154303.8 507 246.8532 0.02883839 0.0001057116 230.3909 3.431695 
154303.8 508 246.8532 0.02883839 0.0001057116 230.3909 3.431695 
154303.8 509 246.8532 0.02883839 0.0001057116 230.3909 3.431695 
154268.6 510 246.8532 0.02883939 0.0001057116 230.3909 3.431695 
154338.6 511 246.8532 0.02883739 0.0001057116 230.3909 3.431695 
155969.6 512 246.8532 0.02883839 0.0001067116 230.3909 3.431695 
147394.4 513 246.8532 0.02883839 0.0001047116 230.3909 3.431695 
154303.8 514 246.8532 0.02883839 0.0001057116 230.3909 3.431695 
154303.8 515 246.8532 0.02883839 0.0001057116 230.3909 3.431695 
154304.2 516 246.8532 0.02883839 0.0001057116 230.3909 3.431696 
154303.5 517 246.8532 0.02883839 0.0001057116 230.3909 3.431694 
10636.63 518 246.855 0.02919357 0.0001088019 230.3977 3.408901 
10636.63 519 246.855 0.02919357 0.0001088019 230.3977 3.408901 
10636.63 520 246.855 0.02919357 0.0001088019 230.3977 3.408901 
10629.83 521 246.855 0.02919457 0.0001088019 230.3977 3.408901 
10643.49 522 246.855 0.02919257 0.0001088019 230.3977 3.408901 
12695.2 523 246.855 0.02919357 0.0001098019 230.3977 3.408901 
9492.939 524 246.855 0.02919357 0.0001078019 230.3977 3.408901 
10636.63 525 246.855 0.02919357 0.0001088019 230.3977 3.408901 
10636.63 526 246.855 0.02919357 0.0001088019 230.3977 3.408901 
10636.64 527 246.855 0.02919357 0.0001088019 230.3977 3.408902 
10636.62 528 246.855 0.02919357 0.0001088019 230.3977 3.4089 
10631.92 529 246.855 0.02919262 0.0001087936 230.3977 3.408962 
10631.92 530 246.855 0.02919262 0.0001087936 230.3977 3.408962 
10631.92 531 246.855 0.02919262 0.0001087936 230.3977 3.408962 
10625.09 532 246.855 0.02919362 0.0001087936 230.3977 3.408962 
10638.81 533 246.855 0.02919162 0.0001087936 230.3977 3.408962 
12701.68 534 246.855 0.02919262 0.0001097936 230.3977 3.408962 
9486.991 535 246.855 0.02919262 0.0001077936 230.3977 3.408962 
10631.92 536 246.855 0.02919262 0.0001087936 230.3977 3.408962 
10631.92 537 246.855 0.02919262 0.0001087936 230.3977 3.408962 
10631.93 538 246.855 0.02919262 0.0001087936 230.3977 3.408963 
10631.91 539 246.855 0.02919262 0.0001087936 230.3977 3.408961 
11958.22 540 246.8541 0.0290155 0.0001072526 230.3943 3.420328 
11958.22 541 246.8541 0.0290155 0.0001072526 230.3943 3.420328 
11958.22 542 246.8541 0.0290155 0.0001072526 230.3943 3.420328 
11865.56 543 246.8541 0.0290165 0.0001072526 230.3943 3.420328 
12054.51 544 246.8541 0.0290145 0.0001072526 230.3943 3.420328 
148495 545 246.8541 0.0290155 0.0001082526 230.3943 3.420328 
8344.753 546 246.8541 0.0290155 0.0001062526 230.3943 3.420328 
11958.22 547 246.8541 0.0290155 0.0001072526 230.3943 3.420328 
11958.23 548 246.8541 0.0290155 0.0001072526 230.3943 3.420328 
11958.92 549 246.8541 0.0290155 0.0001072526 230.3943 3.420329 
11957.53 550 246.8541 0.0290155 0.0001072526 230.3943 3.420327 
10626.28 551 246.855 0.02919147 0.0001087837 230.3977 3.409036 
10626.28 552 246.855 0.02919147 0.0001087837 230.3977 3.409036 
10626.28 553 246.855 0.02919147 0.0001087837 230.3977 3.409036 
10619.42 554 246.855 0.02919247 0.0001087837 230.3977 3.409036 
10633.21 555 246.855 0.02919047 0.0001087837 230.3977 3.409036 
12709.74 556 246.855 0.02919147 0.0001097837 230.3977 3.409036 
9479.847 557 246.855 0.02919147 0.0001077837 230.3977 3.409036 
10626.28 558 246.855 0.02919147 0.0001087837 230.3977 3.409036 
10626.28 559 246.855 0.02919147 0.0001087837 230.3977 3.409036 
10626.29 560 246.855 0.02919147 0.0001087837 230.3977 3.409037 
10626.27 561 246.855 0.02919147 0.0001087837 230.3977 3.409035 
10620.69 562 246.855 0.02919033 0.0001087738 230.3976 3.409109 
10620.69 563 246.855 0.02919033 0.0001087738 230.3976 3.409109 
10620.69 564 246.855 0.02919033 0.0001087738 230.3976 3.409109 
10613.79 565 246.855 0.02919133 0.0001087738 230.3976 3.409109 
10627.65 566 246.855 0.02918933 0.0001087738 230.3976 3.409109 
12718.09 567 246.855 0.02919033 0.0001097738 230.3976 3.409109 
9472.724 568 246.855 0.02919033 0.0001077738 230.3976 3.409109 
10620.69 569 246.855 0.02919033 0.0001087738 230.3976 3.409109 
10620.69 570 246.855 0.02919033 0.0001087738 230.3976 3.409109 
10620.7 571 246.855 0.02919033 0.0001087738 230.3976 3.40911 
10620.68 572 246.855 0.02919033 0.0001087738 230.3976 3.409108 
10346.42 573 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 574 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 575 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10331.27 576 246.8546 0.02910392 0.0001080132 230.396 3.414719 
10361.89 577 246.8546 0.02910192 0.0001080132 230.396 3.414719 
16073.82 578 246.8546 0.02910292 0.0001090132 230.396 3.414719 
8894.208 579 246.8546 0.02910292 0.0001070132 230.396 3.414719 
10346.42 580 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 581 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.49 582 246.8546 0.02910292 0.0001080132 230.396 3.41472 
10346.35 583 246.8546 0.02910292 0.0001080132 230.396 3.414718 
10346.42 584 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 585 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 586 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10331.27 587 246.8546 0.02910392 0.0001080132 230.396 3.414719 
10361.89 588 246.8546 0.02910192 0.0001080132 230.396 3.414719 
16073.82 589 246.8546 0.02910292 0.0001090132 230.396 3.414719 
8894.208 590 246.8546 0.02910292 0.0001070132 230.396 3.414719 
10346.42 591 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.42 592 246.8546 0.02910292 0.0001080132 230.396 3.414719 
10346.49 593 246.8546 0.02910292 0.0001080132 230.396 3.41472 
10346.35 594 246.8546 0.02910292 0.0001080132 230.396 3.414718 
20269.66 595 246.8522 0.02866174 9e-05 230.3875 3.443034 
20269.66 596 246.8522 0.02866174 9e-05 230.3875 3.443034 
20269.66 597 246.8522 0.02866174 9e-05 230.3875 3.443034 
20287.36 598 246.8522 0.02866274 9e-05 230.3875 3.443034 
20251.98 599 246.8522 0.02866074 9e-05 230.3875 3.443034 
17380.17 600 246.8522 0.02866174 9.1e-05 230.3875 3.443034 
20269.66 601 246.8522 0.02866174 9e-05 230.3875 3.443034 
20269.66 602 246.8522 0.02866174 9e-05 230.3875 3.443034 
20269.66 603 246.8522 0.02866174 9e-05 230.3875 3.443034 
20269.59 604 246.8522 0.02866174 9e-05 230.3875 3.443035 
20269.74 605 246.8522 0.02866174 9e-05 230.3875 3.443033 
6556.038 606 246.8538 0.02895323 0.0001019013 230.3931 3.424326 
6556.038 607 246.8538 0.02895323 0.0001019013 230.3931 3.424326 
6556.038 608 246.8538 0.02895323 0.0001019013 230.3931 3.424326 
6561.322 609 246.8538 0.02895423 0.0001019013 230.3931 3.424326 
6550.706 610 246.8538 0.02895223 0.0001019013 230.3931 3.424326 
6453.959 611 246.8538 0.02895323 0.0001029013 230.3931 3.424326 
6874.919 612 246.8538 0.02895323 0.0001009013 230.3931 3.424326 
6556.038 613 246.8538 0.02895323 0.0001019013 230.3931 3.424326 
6556.038 614 246.8538 0.02895323 0.0001019013 230.3931 3.424326 
6555.988 615 246.8538 0.02895323 0.0001019013 230.3931 3.424327 
6556.088 616 246.8538 0.02895323 0.0001019013 230.3931 3.424325 
170063.2 617 246.8451 0.02732383 9e-05 230.3617 3.52889 
170063.2 618 246.8451 0.02732383 9e-05 230.3617 3.52889 
170063.2 619 246.8451 0.02732383 9e-05 230.3617 3.52889 
170059.5 620 246.8451 0.02732483 9e-05 230.3617 3.52889 
170066.9 621 246.8451 0.02732283 9e-05 230.3617 3.52889 
170211.5 622 246.8451 0.02732383 9.1e-05 230.3617 3.52889 
170063.2 623 246.8451 0.02732383 9e-05 230.3617 3.52889 
170063.2 624 246.8451 0.02732383 9e-05 230.3617 3.52889 
170063.2 625 246.8451 0.02732383 9e-05 230.3617 3.52889 
170063.3 626 246.8451 0.02732383 9e-05 230.3617 3.528891 
170063.1 627 246.8451 0.02732383 9e-05 230.3617 3.528889 
6422.873 628 246.8537 0.02893453 0.0001017647 230.3927 3.425526 
6422.873 629 246.8537 0.02893453 0.0001017647 230.3927 3.425526 
6422.873 630 246.8537 0.02893453 0.0001017647 230.3927 3.425526 
6428.432 631 246.8537 0.02893553 0.0001017647 230.3927 3.425526 
6417.309 632 246.8537 0.02893353 0.0001017647 230.3927 3.425526 
6303.465 633 246.8537 0.02893453 0.0001027647 230.3927 3.425526 
6757.383 634 246.8537 0.02893453 0.0001007647 230.3927 3.425526 
6422.873 635 246.8537 0.02893453 0.0001017647 230.3927 3.425526 
6422.873 636 246.8537 0.02893453 0.0001017647 230.3927 3.425526 
6422.82 637 246.8537 0.02893453 0.0001017647 230.3927 3.425527 
6422.925 638 246.8537 0.02893453 0.0001017647 230.3927 3.425525 
163205.1 639 246.8494 0.02812918 9.588236e-05 230.3772 3.477208 
163205.1 640 246.8494 0.02812918 9.588236e-05 230.3772 3.477208 
163205.1 641 246.8494 0.02812918 9.588236e-05 230.3772 3.477208 
163197.8 642 246.8494 0.02813018 9.588236e-05 230.3772 3.477208 
163212.4 643 246.8494 0.02812818 9.588236e-05 230.3772 3.477208 
163559.2 644 246.8494 0.02812918 9.688236e-05 230.3772 3.477208 
162779.2 645 246.8494 0.02812918 9.488236e-05 230.3772 3.477208 
163205.1 646 246.8494 0.02812918 9.588236e-05 230.3772 3.477208 
163205.1 647 246.8494 0.02812918 9.588236e-05 230.3772 3.477208 
163205.2 648 246.8494 0.02812918 9.588236e-05 230.3772 3.477209 
163205 649 246.8494 0.02812918 9.588236e-05 230.3772 3.477207 
6386.055 650 246.8536 0.02892951 0.000101728 230.3926 3.425848 
6386.056 651 246.8536 0.02892951 0.000101728 230.3926 3.425848 
6386.055 652 246.8536 0.02892951 0.000101728 230.3926 3.425848 
6391.692 653 246.8536 0.02893051 0.000101728 230.3926 3.425848 
6380.357 654 246.8536 0.02892851 0.000101728 230.3926 3.425848 
6261.742 655 246.8536 0.02892951 0.000102728 230.3926 3.425848 
6725.02 656 246.8536 0.02892951 0.000100728 230.3926 3.425848 
6386.056 657 246.8536 0.02892951 0.000101728 230.3926 3.425848 
6386.055 658 246.8536 0.02892951 0.000101728 230.3926 3.425848 
6386.002 659 246.8536 0.02892951 0.000101728 230.3926 3.425849 
6386.109 660 246.8536 0.02892951 0.000101728 230.3926 3.425847 
6348.696 661 246.8536 0.02892447 0.0001016912 230.3925 3.426172 
6348.696 662 246.8536 0.02892447 0.0001016912 230.3925 3.426172 
6348.696 663 246.8536 0.02892447 0.0001016912 230.3925 3.426172 
6354.412 664 246.8536 0.02892547 0.0001016912 230.3925 3.426172 
6342.975 665 246.8536 0.02892347 0.0001016912 230.3925 3.426172 
6219.338 666 246.8536 0.02892447 0.0001026912 230.3925 3.426172 
6692.173 667 246.8536 0.02892447 0.0001006912 230.3925 3.426172 
6348.696 668 246.8536 0.02892447 0.0001016912 230.3925 3.426172 
6348.696 669 246.8536 0.02892447 0.0001016912 230.3925 3.426172 
6348.642 670 246.8536 0.02892447 0.0001016912 230.3925 3.426173 
6348.75 671 246.8536 0.02892447 0.0001016912 230.3925 3.426171 
146084.8 672 246.8515 0.02852683 9.87868e-05 230.3849 3.45169 
146084.8 673 246.8515 0.02852683 9.87868e-05 230.3849 3.45169 
146084.9 674 246.8515 0.02852683 9.87868e-05 230.3849 3.45169 
145089.8 675 246.8515 0.02852783 9.87868e-05 230.3849 3.45169 
146910.7 676 246.8515 0.02852583 9.87868e-05 230.3849 3.45169 
157118.3 677 246.8515 0.02852683 9.97868e-05 230.3849 3.45169 
1989.378 678 246.8515 0.02852683 9.77868e-05 230.3849 3.45169 
146084.8 679 246.8515 0.02852683 9.87868e-05 230.3849 3.45169 
146084.9 680 246.8515 0.02852683 9.87868e-05 230.3849 3.45169 
146092.2 681 246.8515 0.02852683 9.87868e-05 230.3849 3.451691 
146077.5 682 246.8515 0.02852683 9.87868e-05 230.3849 3.451689 
6311.21 683 246.8536 0.02891948 0.0001016548 230.3924 3.426492 
6311.21 684 246.8536 0.02891948 0.0001016548 230.3924 3.426492 
6311.21 685 246.8536 0.02891948 0.0001016548 230.3924 3.426492 
6317.007 686 246.8536 0.02892048 0.0001016548 230.3924 3.426492 
6305.408 687 246.8536 0.02891848 0.0001016548 230.3924 3.426492 
6176.724 688 246.8536 0.02891948 0.0001026548 230.3924 3.426492 
6659.301 689 246.8536 0.02891948 0.0001006548 230.3924 3.426492 
6311.21 690 246.8536 0.02891948 0.0001016548 230.3924 3.426492 
6311.21 691 246.8536 0.02891948 0.0001016548 230.3924 3.426492 
6311.155 692 246.8536 0.02891948 0.0001016548 230.3924 3.426493 
6311.264 693 246.8536 0.02891948 0.0001016548 230.3924 3.426491 
6268.972 694 246.8536 0.02891392 0.0001016142 230.3923 3.426849 
6268.972 695 246.8536 0.02891392 0.0001016142 230.3923 3.426849 
6268.972 696 246.8536 0.02891392 0.0001016142 230.3923 3.426849 
6274.86 697 246.8536 0.02891492 0.0001016142 230.3923 3.426849 
6263.078 698 246.8536 0.02891292 0.0001016142 230.3923 3.426849 
6128.629 699 246.8536 0.02891392 0.0001026142 230.3923 3.426849 
6622.284 700 246.8536 0.02891392 0.0001006142 230.3923 3.426849 
6268.972 701 246.8536 0.02891392 0.0001016142 230.3923 3.426849 
6268.972 702 246.8536 0.02891392 0.0001016142 230.3923 3.426849 
6268.916 703 246.8536 0.02891392 0.0001016142 230.3923 3.42685 
6269.027 704 246.8536 0.02891392 0.0001016142 230.3923 3.426848 
4306.463 705 246.8525 0.02872037 0.0001002005 230.3886 3.439269 
4306.463 706 246.8525 0.02872037 0.0001002005 230.3886 3.439269 
4306.463 707 246.8525 0.02872037 0.0001002005 230.3886 3.439269 
4317.393 708 246.8525 0.02872137 0.0001002005 230.3886 3.439269 
4295.519 709 246.8525 0.02871937 0.0001002005 230.3886 3.439269 
4032.27 710 246.8525 0.02872037 0.0001012005 230.3886 3.439269 
4957.326 711 246.8525 0.02872037 9.920049e-05 230.3886 3.439269 
4306.463 712 246.8525 0.02872037 0.0001002005 230.3886 3.439269 
4306.463 713 246.8525 0.02872037 0.0001002005 230.3886 3.439269 
4306.362 714 246.8525 0.02872037 0.0001002005 230.3886 3.43927 
4306.564 715 246.8525 0.02872037 0.0001002005 230.3886 3.439268 
4293.461 716 246.8525 0.0287194 0.0001001934 230.3886 3.439331 
4293.461 717 246.8525 0.0287194 0.0001001934 230.3886 3.439331 
4293.46 718 246.8525 0.0287194 0.0001001934 230.3886 3.439331 
4304.422 719 246.8525 0.0287204 0.0001001934 230.3886 3.439331 
4282.485 720 246.8525 0.0287184 0.0001001934 230.3886 3.439331 
4023.496 721 246.8525 0.0287194 0.0001011934 230.3886 3.439331 
4946.529 722 246.8525 0.0287194 9.919341e-05 230.3886 3.439331 
4293.461 723 246.8525 0.0287194 0.0001001934 230.3886 3.439331 
4293.46 724 246.8525 0.0287194 0.0001001934 230.3886 3.439331 
4293.359 725 246.8525 0.0287194 0.0001001934 230.3886 3.439332 
4293.562 726 246.8525 0.0287194 0.0001001934 230.3886 3.43933 
4280.537 727 246.8525 0.02871844 0.0001001864 230.3886 3.439393 
4280.537 728 246.8525 0.02871844 0.0001001864 230.3886 3.439393 
4280.537 729 246.8525 0.02871844 0.0001001864 230.3886 3.439393 
4291.53 730 246.8525 0.02871944 0.0001001864 230.3886 3.439393 
4269.53 731 246.8525 0.02871744 0.0001001864 230.3886 3.439393 
4014.983 732 246.8525 0.02871844 0.0001011864 230.3886 3.439393 
4935.799 733 246.8525 0.02871844 9.918639e-05 230.3886 3.439393 
4280.538 734 246.8525 0.02871844 0.0001001864 230.3886 3.439393 
4280.537 735 246.8525 0.02871844 0.0001001864 230.3886 3.439393 
4280.435 736 246.8525 0.02871844 0.0001001864 230.3886 3.439394 
4280.639 737 246.8525 0.02871844 0.0001001864 230.3886 3.439392 
2893.436 738 246.852 0.02862263 9.948659e-05 230.3867 3.445541 
2893.436 739 246.852 0.02862263 9.948659e-05 230.3867 3.445541 
2893.436 740 246.852 0.02862263 9.948659e-05 230.3867 3.445541 
2901.811 741 246.852 0.02862363 9.948659e-05 230.3867 3.445541 
2885.376 742 246.852 0.02862163 9.948659e-05 230.3867 3.445541 
116192.2 743 246.852 0.02862263 0.0001004866 230.3867 3.445541 
3670.6 744 246.852 0.02862263 9.848659e-05 230.3867 3.445541 
2893.436 745 246.852 0.02862263 9.948659e-05 230.3867 3.445541 
2893.435 746 246.852 0.02862263 9.948659e-05 230.3867 3.445541 
2893.348 747 246.852 0.02862263 9.948659e-05 230.3867 3.445542 
2893.524 748 246.852 0.02862263 9.948659e-05 230.3867 3.44554 
2836.866 749 246.852 0.02861793 9.945222e-05 230.3866 3.445843 
2836.867 750 246.852 0.02861793 9.945222e-05 230.3866 3.445843 
2836.866 751 246.852 0.02861793 9.945222e-05 230.3866 3.445843 
2843.959 752 246.852 0.02861893 9.945222e-05 230.3866 3.445843 
2830.164 753 246.852 0.02861693 9.945222e-05 230.3866 3.445843 
142924.7 754 246.852 0.02861793 0.0001004522 230.3866 3.445843 
3596.881 755 246.852 0.02861793 9.845222e-05 230.3866 3.445843 
2836.867 756 246.852 0.02861793 9.945222e-05 230.3866 3.445843 
2836.866 757 246.852 0.02861793 9.945222e-05 230.3866 3.445843 
2836.788 758 246.852 0.02861793 9.945222e-05 230.3866 3.445844 
2836.945 759 246.852 0.02861793 9.945222e-05 230.3866 3.445842 
2782.633 760 246.852 0.02861288 9.941539e-05 230.3865 3.446167 
2782.634 761 246.852 0.02861288 9.941539e-05 230.3865 3.446167 
2782.633 762 246.852 0.02861288 9.941539e-05 230.3865 3.446167 
2787.976 763 246.852 0.02861388 9.941539e-05 230.3865 3.446167 
2777.781 764 246.852 0.02861188 9.941539e-05 230.3865 3.446167 
146927.7 765 246.852 0.02861288 0.0001004154 230.3865 3.446167 
3516.519 766 246.852 0.02861288 9.841539e-05 230.3865 3.446167 
2782.634 767 246.852 0.02861288 9.941539e-05 230.3865 3.446167 
2782.633 768 246.852 0.02861288 9.941539e-05 230.3865 3.446167 
2782.569 769 246.852 0.02861288 9.941539e-05 230.3865 3.446168 
2782.698 770 246.852 0.02861288 9.941539e-05 230.3865 3.446166 
3133.851 771 246.8517 0.02856986 9.910109e-05 230.3857 3.448928 
3133.85 772 246.8517 0.02856986 9.910109e-05 230.3857 3.448928 
3133.852 773 246.8517 0.02856986 9.910109e-05 230.3857 3.448928 
3076.257 774 246.8517 0.02857086 9.910109e-05 230.3857 3.448928 
3195.996 775 246.8517 0.02856886 9.910109e-05 230.3857 3.448928 
